Full Text,Author,Creation Time,Hashtags,text,is_road_closure
"I had the pleasure of working with exceptionally talented vendors/creatives on this breathtaking shoot at stonewallranchmalibu. Sadly, this venue was affected by the Woosley fire. This… https://www.instagram.com/p/BqL1PPblo8N/?utm_source=ig_twitter_share&igshid=1xlrqto8m013m …",RachelleMUA,Thu Nov 15 02:53:13 +0000 2018,,i had the pleasure of working with exceptionally talented vendor creatives on this breathtaking shoot at stonewallranchmalibu sadly this venue wa affected by the woosley fire this http www instagram com p bql1ppblo8n utm source ig twitter share igshid 1xlrqto8m013m,0
"Liam Hemsworth compartió esta foto de los restos de su casa y de la de Miley Cyrus después de que el Woolsey Fire arrasó #Malibu. La pareja donó $500,000 a una fundación local para… https://www.instagram.com/p/BqLz38zgWJw/?utm_source=ig_twitter_share&igshid=1glp5zu92jefs …",javillanueva67,Thu Nov 15 02:39:49 +0000 2018,#Malibu,liam hemsworth comparti esta foto de los restos de su casa y de la de miley cyrus despu s de que el woolsey fire arras #malibu la pareja don 500 000 a una fundaci n local para http www instagram com p bqlz38zgwjw utm source ig twitter share igshid 1glp5zu92jefs,0
Great break break from the #fires in #losangeles to watch the sun go down in #playadelrey with @kevinkeroseen ! . . . . #woosleyfire #lafires #burn #evacuated #friends #coworkers #sunset… https://www.instagram.com/p/BqLy-13hnJf/?utm_source=ig_twitter_share&igshid=15b2xeht6k9xl …,rynoryder,Thu Nov 15 02:32:03 +0000 2018,#fires #losangeles #playadelrey #woosleyfire #lafires #burn #evacuated #friends #coworkers #sunset,great break break from the #fires in #losangeles to watch the sun go down in #playadelrey with #woosleyfire #lafires #burn #evacuated #friends #coworkers #sunset http www instagram com p bqly 13hnjf utm source ig twitter share igshid 15b2xeht6k9xl,0
"What to do right after your woolsey_fire evacuation order is lifted? Throw a #rockstar #lachef dinner at your house, natch! That’s what @ccaplosangeles #supporter terriecooper did last… https://www.instagram.com/p/BqLmubFB2w-/?utm_source=ig_twitter_share&igshid=pv7i12ty9vvq …",CCAPLosAngeles,Thu Nov 15 00:44:57 +0000 2018,#rockstar #lachef #supporter,what to do right after your woolsey fire evacuation order is lifted throw a #rockstar #lachef dinner at your house natch that s what #supporter terriecooper did last http www instagram com p bqlmubfb2w utm source ig twitter share igshid pv7i12ty9vvq,0
"Day 7 (or 1 week) of #WoosleyFire in #Malibu #leocarrillo @Malibu, California https://www.instagram.com/p/BqLg9qmFW7C/?utm_source=ig_twitter_share&igshid=s56ez6zfd8b …",cbstuart,Wed Nov 14 23:54:40 +0000 2018,#WoosleyFire #Malibu #leocarrillo,day 7 or 1 week of #woosleyfire in #malibu #leocarrillo california http www instagram com p bqlg9qmfw7c utm source ig twitter share igshid s56ez6zfd8b,0
Very happy to serve #firefighters of the #woosleyfire camarillo.airport Thanks again for fighting the good fight @Camarillo Airport https://www.instagram.com/p/BqLU8i2laUn/?utm_source=ig_twitter_share&igshid=1ii67tagszz9b …,atomicafemobile,Wed Nov 14 22:10:34 +0000 2018,#firefighters #woosleyfire,very happy to serve #firefighters of the #woosleyfire camarillo airport thanks again for fighting the good fight airport http www instagram com p bqlu8i2laun utm source ig twitter share igshid 1ii67tagszz9b,0
"Woolsey Fire Restoration Services Thousand Oaks, CA https://www.innercityskylineinc.com/blog/2018/11/14/woolsey-fire-restoration-services-thousand-oaks-ca …",skylineremodel,Wed Nov 14 18:41:01 +0000 2018,,woolsey fire restoration service thousand oak ca http www innercityskylineinc com blog 2018 11 14 woolsey fire restoration service thousand oak ca,0
Singles Going Steady returns this Friday @GoldDiggersLAX with A Rock & Roll Rain Dance Party benefitting victims of the Woolsey Fire. FREE w/ RSVP. We’re accepting donations at the door… https://www.instagram.com/p/BqK39HEhI3R/?utm_source=ig_twitter_share&igshid=n9c9klv93s6a …,PLEASUREPMUSIC,Wed Nov 14 17:56:40 +0000 2018,,single going steady return this friday with a rock roll rain dance party benefitting victim of the woolsey fire free w rsvp we re accepting donation at the door http www instagram com p bqk39hehi3r utm source ig twitter share igshid n9c9klv93s6a,0
"#woosleyfire #malibu #disasterassistance #fema onelovemalibu register now @Malibu, California https://www.instagram.com/p/BqKhcw2DcDE/?utm_source=ig_twitter_share&igshid=1urvmni7rihmk …",hinnebusch,Wed Nov 14 14:39:35 +0000 2018,#woosleyfire #malibu #disasterassistance #fema,#woosleyfire #malibu #disasterassistance #fema onelovemalibu register now california http www instagram com p bqkhcw2dcde utm source ig twitter share igshid 1urvmni7rihmk,0
"Just when you think the worst of Woolsey Fire is over and some mandatory evacuations get lifted, this plume of smoke appears from nowhere in the Carlisle Canyon above Westlake Village… https://www.instagram.com/p/BqKPu1tnk2b/?utm_source=ig_twitter_share&igshid=gnkwhm0uizqs …",kjdrill,Wed Nov 14 12:04:47 +0000 2018,,just when you think the worst of woolsey fire is over and some mandatory evacuation get lifted this plume of smoke appears from nowhere in the carlisle canyon above westlake village http www instagram com p bqkpu1tnk2b utm source ig twitter share igshid gnkwhm0uizqs,0
"I'm thankful my neighborhood avoided the Woolsey Fire, but was reminded tonight while driving past a burning tree in Encino to be as ready as possible. Two-pack of fire extinguishers for… https://www.instagram.com/p/BqJp8Asn_dL/?utm_source=ig_twitter_share&igshid=1ttliaii4gb4r …",YourBoyBleau,Wed Nov 14 06:34:57 +0000 2018,,i m thankful my neighborhood avoided the woolsey fire but wa reminded tonight while driving past a burning tree in encino to be a ready a possible two pack of fire extinguisher for http www instagram com p bqjp8asn dl utm source ig twitter share igshid 1ttliaii4gb4r,0
Got to love Malibu for taking their sheep with their Tesla out of harm. #corralcanyon #woosleyfire #malibu #communitylove @Corral Canyon Park https://www.instagram.com/p/BqJOhuFHuAV/?utm_source=ig_twitter_share&igshid=96q5odafqdk7 …,SharifMarzieh,Wed Nov 14 02:36:40 +0000 2018,#corralcanyon #woosleyfire #malibu #communitylove,got to love malibu for taking their sheep with their tesla out of harm #corralcanyon #woosleyfire #malibu #communitylove canyon park http www instagram com p bqjohufhuav utm source ig twitter share igshid 96q5odafqdk7,0
"Many Celebrities Lost their Homes in the Woolsey Fire but the Public Mostly Cares About One - a_giraffe_named_stanley : @MalibuWine @whitneycummings | Malibu, CA | #woolseyfire… https://www.instagram.com/p/BqJKRuiBz_q/?utm_source=ig_twitter_share&igshid=1nvvksytgsjg5 …",PaparaziDiaries,Wed Nov 14 01:57:52 +0000 2018,#woolseyfire,many celebrity lost their home in the woolsey fire but the public mostly care about one a giraffe named stanley malibu ca #woolseyfire http www instagram com p bqjkruibz q utm source ig twitter share igshid 1nvvksytgsjg5,0
"New flare ups tonight in Sycamore Canyon about 5 miles up from PCH, due to the stubborn Woolsey Fire. As of tonight the fire had reached 96,314 acres and was 35 percent contained, up 5… https://www.instagram.com/p/BqJJtDSnZdB/?utm_source=ig_twitter_share&igshid=1csifvupvsmu …",KajonCermak,Wed Nov 14 01:52:50 +0000 2018,,new flare ups tonight in sycamore canyon about 5 mile up from pch due to the stubborn woolsey fire a of tonight the fire had reached 96 314 acre and wa 35 percent contained up 5 http www instagram com p bqjjtdsnzdb utm source ig twitter share igshid 1csifvupvsmu,0
"A statue of St. Francis that was burned by the Woolsey Fire stands in front of a former home at the Seminole Springs Mobile Home Park in Agoura Hills, CA. On assignment for LA Weekly.… https://www.instagram.com/p/BqJJhFtl7RW/?utm_source=ig_twitter_share&igshid=rivcbhms86hj …",TedSoquiPhoto,Wed Nov 14 01:51:13 +0000 2018,,a statue of st francis that wa burned by the woolsey fire stand in front of a former home at the seminole spring mobile home park in agoura hill ca on assignment for la weekly http www instagram com p bqjjhftl7rw utm source ig twitter share igshid rivcbhms86hj,0
"Although the sky is pretty clear towards us, this is a view from our drive to church. The Woolsey fire has made its way west towards Point Mugu and is within sight of CSUCI which was… https://www.instagram.com/p/BqJIchagdKZ/?utm_source=ig_twitter_share&igshid=1ok8ewl31q0bf …",MamaGDitto,Wed Nov 14 01:41:51 +0000 2018,,although the sky is pretty clear towards u this is a view from our drive to church the woolsey fire ha made it way west towards point mugu and is within sight of csuci which wa http www instagram com p bqjichagdkz utm source ig twitter share igshid 1ok8ewl31q0bf,0
Was out photographing the devastation of the Woolsey Fire on Mulholland Highway in the Malibu Hills. On Assignment for LA Weekly. #woolseyfire #malibu #mulhollandhighway #wildfire @… https://www.instagram.com/p/BqJH0X1lIKX/?utm_source=ig_twitter_share&igshid=scn1kgrjbr5q …,TedSoquiPhoto,Wed Nov 14 01:36:25 +0000 2018,#woolseyfire #malibu #mulhollandhighway #wildfire,wa out photographing the devastation of the woolsey fire on mulholland highway in the malibu hill on assignment for la weekly #woolseyfire #malibu #mulhollandhighway #wildfire http www instagram com p bqjh0x1likx utm source ig twitter share igshid scn1kgrjbr5q,0
Angelino CrossFit Athlete Adela spearheaded our effort to help the Woolsey Fire victims) including the 4-legged ones. Our Athletes responded with multiple-carloads of helpful donations!… https://www.instagram.com/p/BqJG9e1hHY5/?utm_source=ig_twitter_share&igshid=1atou4w34ap0r …,angelino_xfit,Wed Nov 14 01:28:53 +0000 2018,,angelino crossfit athlete adela spearheaded our effort to help the woolsey fire victim including the 4 legged one our athlete responded with multiple carload of helpful donation http www instagram com p bqjg9e1hhy5 utm source ig twitter share igshid 1atou4w34ap0r,0
N / s bound offramps closed due to woolsey fire. in #AgouraHills on US-101 Both NB/SB at Liberty Cyn Rd #LAtraffic http://bit.ly/10F395r,TotalTrafficLA,Wed Nov 14 00:43:11 +0000 2018,#AgouraHills #LAtraffic,n s bound offramps closed due to woolsey fire in #agourahills on u 101 both nb sb at liberty cyn rd #latraffic http bit ly 10f395r,1
"The Smokey Mountains are beautiful this time of year. #woosleyfire @NBVC - Point Mugu, Port Hueneme, San Nicolas Island https://www.instagram.com/p/BqIyGZthLQ-mvHQmkDuHlwpYLST5MrxkHhcZWA0/?utm_source=ig_twitter_share&igshid=1014df8qz0w20 …",Bias4Real,Tue Nov 13 22:26:38 +0000 2018,#woosleyfire,the smokey mountain are beautiful this time of year #woosleyfire point mugu port hueneme san nicolas island http www instagram com p bqiygzthlq mvhqmkduhlwpylst5mrxkhhczwa0 utm source ig twitter share igshid 1014df8qz0w20,0
"Amazing DC10s that drip 11,500 gallons if retardant on the Woolsey fire this morning @Los Angeles, California https://www.instagram.com/p/BqIY221n5m3/?utm_source=ig_twitter_share&igshid=sdo7ulhxhnib …",robertcatrini,Tue Nov 13 18:47:46 +0000 2018,,amazing dc10s that drip 11 500 gallon if retardant on the woolsey fire this morning angeles california http www instagram com p bqiy221n5m3 utm source ig twitter share igshid sdo7ulhxhnib,0
"Malibu Evacuee Update TONIGHT 11/13/18 7pm. 600 Olympic Drive, Santa Monica. #malibu #woosleyfire #fire #update @Santa Monica, California https://www.instagram.com/p/BqIUH2Wgtpz/?utm_source=ig_twitter_share&igshid=tgd59aer82s6 …",MalibuBeautiful,Tue Nov 13 18:05:29 +0000 2018,#malibu #woosleyfire #fire #update,malibu evacuee update tonight 11 13 18 7pm 600 olympic drive santa monica #malibu #woosleyfire #fire #update monica california http www instagram com p bqiuh2wgtpz utm source ig twitter share igshid tgd59aer82s6,0
More smoke coming up today by campus. Stay alert #hillfire #woosleyfire #camarillo #csuci #newburypark #potreroroad @CSU Channel Islands https://www.instagram.com/p/BqIT1pWHxsF/?utm_source=ig_twitter_share&igshid=6evm31ln7ool …,MykTronic,Tue Nov 13 18:02:11 +0000 2018,#hillfire #woosleyfire #camarillo #csuci #newburypark #potreroroad,more smoke coming up today by campus stay alert #hillfire #woosleyfire #camarillo #csuci #newburypark #potreroroad channel island http www instagram com p bqit1pwhxsf utm source ig twitter share igshid 6evm31ln7ool,0
"Firefighters save hearts and homes. LAFD has gained control over the Woolsey fire which has burned for five days on both sides of the 101 freeway, torching hillsides and coastline across… https://www.instagram.com/p/BqIPsXQFuIy/?utm_source=ig_twitter_share&igshid=1b4v3jkuuhsl2 …",denaburtonhomes,Tue Nov 13 17:25:58 +0000 2018,,firefighter save heart and home lafd ha gained control over the woolsey fire which ha burned for five day on both side of the 101 freeway torching hillside and coastline across http www instagram com p bqipsxqfuiy utm source ig twitter share igshid 1b4v3jkuuhsl2,0
The skies in Los Angeles are a lot clear today than they have been in awhile making the smoke from the Woolsey Fire more visible. This was the view from my Jeep as I was sitting in traffic… https://www.instagram.com/p/BqIPl_aAg2v/?utm_source=ig_twitter_share&igshid=3fx0uyc4l70a …,TheCariLand,Tue Nov 13 17:25:03 +0000 2018,,the sky in los angeles are a lot clear today than they have been in awhile making the smoke from the woolsey fire more visible this wa the view from my jeep a i wa sitting in traffic http www instagram com p bqipl aag2v utm source ig twitter share igshid 3fx0uyc4l70a,0
"#WOOSLEYFIRE #NOFILTER #IPHONEONLY #LAISBURNING @Los Angeles, California https://www.instagram.com/p/BqIO4zelVlF/?utm_source=ig_twitter_share&igshid=1chilii0apjsp …",JumperHouseJ,Tue Nov 13 17:18:57 +0000 2018,#WOOSLEYFIRE #NOFILTER #IPHONEONLY #LAISBURNING,#woosleyfire #nofilter #iphoneonly #laisburning angeles california http www instagram com p bqio4zelvlf utm source ig twitter share igshid 1chilii0apjsp,0
There's a 5-10 stretch of the hills between Calabasas and the Ventura County Line that's burned bare. I haven't been on the other side of Newbury Park where the Woolsey fire was. @… https://www.instagram.com/p/BqIF6rhgcNj/?utm_source=ig_twitter_share&igshid=hc17lpqvuhxr …,BRWTwit,Tue Nov 13 16:00:43 +0000 2018,,there s a 5 10 stretch of the hill between calabasas and the ventura county line that s burned bare i haven t been on the other side of newbury park where the woolsey fire wa http www instagram com p bqif6rhgcnj utm source ig twitter share igshid hc17lpqvuhxr,0
